Id;Q1;Q2;Q3;Q4;Q5;class;label
website20;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website21;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website22;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website23;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website24;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website25;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website26;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website27;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website28;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website29;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website30;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
connector;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;50
mal1;0.00104274274815288;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.996818982127114;5;20
mal2;0.00104274274815288;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.996818982127114;5;20
mal3;0.00104274274815288;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.996818982127114;5;20
mal4;0.00104274274815288;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.996818982127114;5;20
mal5;0.00104274274815288;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.996818982127114;5;20
mal6;0.00104274274815288;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.996818982127114;5;20
mal7;0.00104274274815288;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.996818982127114;5;20
mal8;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;20
mal9;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;20
mal10;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;20
user2;0.000712758374910905;0.000712758374910905;0.997148966500357;0.000712758374910905;0.000712758374910905;3;1
website31;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website32;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website33;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website34;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website35;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website36;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website37;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website38;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website39;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website40;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website41;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website42;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website43;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website44;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website45;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website46;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website47;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website48;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website49;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website50;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website51;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website52;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website53;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website54;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website55;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
mal11;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;20
mal12;0.893627497946093;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.104234226929175;1;20
mal13;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;20
user3;0.000712758374910905;0.000712758374910905;0.997148966500357;0.000712758374910905;0.000712758374910905;3;1
website56;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website57;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website58;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website59;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website60;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website61;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website62;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website63;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website64;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website65;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website66;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website67;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website68;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website69;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website70;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website71;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website72;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website73;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website74;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website75;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website76;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website77;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website78;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website79;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website80;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
user4;0.000712758374910905;0.000712758374910905;0.997148966500357;0.000712758374910905;0.000712758374910905;3;1
website81;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website82;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website83;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website84;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website85;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website86;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website87;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website88;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website89;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website90;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website91;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website92;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website93;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website94;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website95;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website96;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website97;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website98;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website99;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website101;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website102;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website103;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website104;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
website105;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;10
mal14;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.000712758374910905;1;20
user5;0.000712758374910905;0.997148966500357;0.000712758374910905;0.000712758374910905;0.000712758374910905;2;2
website110;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.997148966500356;0.000712758374910905;4;10
website111;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.997148966500356;0.000712758374910905;4;10
website112;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.997148966500356;0.000712758374910905;4;10
website113;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.997148966500356;0.000712758374910905;4;10
website114;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.997148966500356;0.000712758374910905;4;10
website115;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.997148966500356;0.000712758374910905;4;10
website116;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.997148966500356;0.000712758374910905;4;10
website117;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.997148966500356;0.000712758374910905;4;10
website118;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.997148966500356;0.000712758374910905;4;10
website119;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.997148966500356;0.000712758374910905;4;10
website120;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.997148966500356;0.000712758374910905;4;10
website121;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.997148966500356;0.000712758374910905;4;10
website122;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.997148966500356;0.000712758374910905;4;10
website123;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.997148966500356;0.000712758374910905;4;10
website124;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.997148966500356;0.000712758374910905;4;10
website125;0.000712758374910905;0.000712758374910905;0.000712758374910905;0.997148966500356;0.000712758374910905;4;10
